SensorID,timestamp,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
315,1106017200000,0.7,880,NaN,2.4,613,NaN,1016,NaN,878,968,3.3,57.7,0.4516
315,1106020800000,NaN,873,NaN,2.1,592,108,1076,83,869,915,4.5,53.8,0.4572
315,1106024400000,0.8,880,NaN,2.5,618,125,1023,87,893,928,3.1,59.7,0.4604
315,1106028000000,0.9,950,NaN,3.5,680,181,936,106,914,1028,4.2,57.1,0.4743
315,1106031600000,1.5,1039,NaN,6.9,855,341,783,140,1025,1210,3.4,58.5,0.4608
315,1106035200000,3.1,1284,NaN,16.8,1204,552,599,167,1337,1531,3.9,57.3,0.4661
315,1106038800000,5.1,1350,NaN,20.3,1305,839,509,175,1383,1745,4.3,56.8,0.4768
315,1106042400000,5.8,1476,NaN,25.0,1428,1049,477,235,1536,1974,5.6,52.9,0.4841
315,1106046000000,3.8,1342,NaN,17.2,1215,796,542,196,1332,1806,5.5,54.9,0.4985
315,1106049600000,4.4,1488,NaN,21.4,1336,999,479,211,1483,1985,5.1,64.3,0.5697
315,1106053200000,4.9,1557,NaN,25.1,1432,1022,445,234,1605,2068,5.5,66.1,0.601
315,1106056800000,5.2,1610,NaN,28.0,1502,1023,420,240,1697,2087,5.5,69.3,0.6331
315,1106060400000,4.6,1583,NaN,26.1,1457,1065,431,243,1640,1994,5.0,75.5,0.6667
315,1106064000000,4.8,1620,NaN,24.7,1420,1098,436,224,1598,1971,5.2,76.2,0.6796
315,1106067600000,4.9,1605,NaN,24.5,1416,1099,436,240,1614,1941,5.3,77.4,0.6954
315,1106071200000,4.9,1604,NaN,27.7,1496,939,410,215,1733,1969,5.0,79.6,0.7022
315,1106074800000,5.5,1582,NaN,26.0,1455,875,423,216,1725,1813,5.1,83.0,0.7352
315,1106078400000,4.2,1523,NaN,21.7,1342,745,466,184,1588,1677,6.4,82.9,0.8022
315,1106082000000,1.5,1172,NaN,6.0,813,339,774,152,1233,1118,10.3,74.0,0.9237
315,1106085600000,0.1,1021,NaN,3.3,670,135,932,104,1187,828,11.3,71.8,0.9577
315,1106089200000,0.2,1125,NaN,4.9,758,167,820,104,1241,867,9.8,81.9,0.9923
316,1106092800000,0.9,1197,NaN,6.6,840,232,712,124,1298,974,9.5,83.8,0.9972
316,1106096400000,1.0,1174,NaN,6.7,842,273,723,127,1286,975,9.9,81.0,0.9885
316,1106100000000,0.4,1106,NaN,4.4,733,165,822,109,1208,902,9.9,79.8,0.9725
316,1106103600000,NaN,873,NaN,1.5,549,NaN,1106,NaN,1008,791,6.9,76.4,0.7661
316,1106107200000,NaN,828,NaN,1.1,506,75,1222,73,945,673,4.8,75.7,0.659
316,1106110800000,NaN,830,NaN,0.9,492,53,1263,52,948,578,4.7,78.9,0.682
316,1106114400000,NaN,840,NaN,1.2,515,72,1235,57,941,563,5.0,75.0,0.6627
316,1106118000000,0.1,909,NaN,2.5,622,130,1046,89,992,730,5.6,69.5,0.6362
316,1106121600000,0.7,1098,NaN,7.6,881,265,760,128,1203,974,7.0,64.9,0.6512
316,1106125200000,1.2,1036,NaN,7.3,868,314,732,152,1158,958,7.1,65.4,0.6644
316,1106128800000,0.2,912,NaN,3.7,692,194,923,128,1020,713,6.4,67.4,0.6537
316,1106132400000,NaN,873,NaN,2.5,618,180,1036,124,994,617,5.3,75.9,0.6824
316,1106136000000,NaN,889,NaN,2.7,634,181,1009,117,1018,591,6.3,73.0,0.7024
316,1106139600000,0.3,965,NaN,4.6,742,193,889,110,1099,661,8.6,63.3,0.7073
316,1106143200000,0.6,1009,NaN,6.7,845,263,771,128,1132,856,10.0,55.0,0.6753
316,1106146800000,0.2,918,NaN,4.3,729,176,904,114,1014,639,9.4,53.6,0.6333
316,1106150400000,0.2,920,NaN,4.3,729,168,891,110,1013,647,9.2,55.0,0.6402
316,1106154000000,0.7,923,NaN,4.1,715,170,915,112,1015,646,8.7,55.1,0.6228
316,1106157600000,1.8,1021,NaN,7.6,883,234,766,130,1139,846,8.9,54.4,0.62
316,1106161200000,2.2,998,NaN,7.0,858,256,770,135,1109,857,8.6,53.6,0.5992
316,1106164800000,2.3,1061,NaN,9.6,962,257,721,141,1167,942,9.0,50.4,0.5809
316,1106168400000,2.6,1016,NaN,7.8,892,317,758,141,1109,945,9.2,49.8,0.5808
316,1106172000000,1.1,859,NaN,2.4,611,135,1053,95,918,562,8.8,52.1,0.5918
316,1106175600000,1.2,945,NaN,3.9,707,159,963,97,1005,657,8.8,50.9,0.5781
317,1106179200000,1.8,937,NaN,4.1,715,186,896,112,995,723,8.7,51.1,0.5755
317,1106182800000,1.1,876,NaN,2.5,618,102,1032,74,948,555,8.6,51.5,0.5772
317,1106186400000,0.9,831,NaN,1.3,530,75,1169,62,893,472,8.5,51.9,0.5766
317,1106190000000,0.7,828,NaN,1.2,514,NaN,1205,NaN,880,434,8.1,53.1,0.5742
317,1106193600000,0.6,810,NaN,0.7,470,41,1315,40,863,412,7.8,54.2,0.5755
317,1106197200000,0.6,822,NaN,0.9,493,50,1278,45,876,453,7.1,56.0,0.569
317,1106200800000,0.9,898,NaN,2.9,646,189,1013,93,954,702,7.0,57.6,0.5784
317,1106204400000,1.0,909,NaN,2.7,636,182,992,104,947,720,7.5,55.3,0.5734
317,1106208000000,3.4,1256,NaN,14.4,1130,636,616,162,1316,1311,7.0,56.3,0.566
317,1106211600000,4.2,1298,NaN,17.2,1217,704,552,169,1409,1444,7.6,53.5,0.5605
317,1106215200000,4.4,1326,NaN,17.4,1223,854,547,190,1381,1613,8.3,50.5,0.5558
317,1106218800000,2.9,1139,NaN,11.5,1031,652,649,170,1181,1388,12.4,37.1,0.5329
317,1106222400000,2.6,1135,NaN,11.9,1047,529,641,151,1175,1379,13.9,32.3,0.5117
317,1106226000000,2.6,1117,NaN,12.6,1071,438,638,150,1178,1289,14.4,28.9,0.4723
317,1106229600000,3.0,1094,NaN,14.3,1128,438,626,154,1191,1280,14.8,25.4,0.4259
317,1106233200000,2.3,982,NaN,10.3,990,378,745,140,1018,1059,15.1,20.8,0.3536
317,1106236800000,3.0,1107,NaN,14.5,1134,482,639,167,1172,1299,15.4,23.5,0.4076
317,1106240400000,4.5,1290,NaN,21.9,1349,709,534,204,1386,1638,13.7,28.1,0.4381
317,1106244000000,6.0,1445,NaN,28.5,1516,796,455,210,1594,1946,11.5,37.5,0.5068
317,1106247600000,4.3,1357,NaN,21.2,1330,605,511,182,1414,1798,10.4,42.3,0.5337
317,1106251200000,3.4,1248,NaN,16.0,1179,472,577,165,1259,1609,9.9,44.0,0.5381
317,1106254800000,2.8,1220,NaN,13.0,1085,411,618,150,1205,1531,8.7,48.3,0.5458
317,1106258400000,2.1,1137,NaN,7.0,856,264,758,132,1032,1338,8.1,49.9,0.5417
317,1106262000000,1.7,1102,NaN,6.4,829,217,773,120,1015,1274,7.3,52.8,0.5419
318,1106265600000,1.8,1082,NaN,5.8,801,211,780,119,1035,1200,8.0,52.2,0.5623
318,1106269200000,1.6,1053,NaN,5.6,795,179,786,110,1039,1143,6.8,56.4,0.5609
318,1106272800000,1.4,1003,NaN,4.5,740,135,847,94,992,1048,6.7,57.4,0.5654
318,1106276400000,1.3,1019,NaN,4.6,744,NaN,836,NaN,1000,1049,5.9,62.1,0.5806
318,1106280000000,NaN,1071,NaN,5.9,808,221,757,101,1046,1172,5.4,65.9,0.5947
318,1106283600000,1.3,1118,NaN,6.6,841,284,702,117,1056,1368,5.5,66.5,0.6054
318,1106287200000,1.6,1206,NaN,9.2,948,357,628,121,1129,1540,5.9,65.8,0.6178
318,1106290800000,2.4,1256,NaN,12.2,1056,469,582,138,1230,1575,6.4,63.9,0.6192
318,1106294400000,4.5,1501,NaN,22.6,1367,766,465,174,1558,1856,7.2,62.2,0.6351
318,1106298000000,5.7,1578,NaN,29.0,1527,875,419,179,1761,2086,7.9,60.0,0.6406
318,1106301600000,4.3,1427,NaN,19.4,1280,800,500,175,1481,1948,8.3,58.5,0.6403
318,1106305200000,4.2,1440,NaN,20.5,1311,815,482,183,1476,2022,9.3,54.5,0.6415
318,1106308800000,4.5,1522,NaN,22.5,1365,841,464,189,1526,2104,10.2,53.1,0.6608
318,1106312400000,5.0,1517,NaN,24.0,1403,827,451,198,1579,2195,11.1,51.4,0.679
318,1106316000000,2.9,1300,NaN,13.9,1113,402,573,142,1291,1845,12.8,46.9,0.6919
318,1106319600000,3.0,1401,NaN,16.8,1204,415,526,139,1401,1947,13.1,48.0,0.7181
318,1106323200000,3.3,1551,NaN,20.2,1303,435,469,99,1520,2171,13.5,51.5,0.793
318,1106326800000,1.4,1411,NaN,16.4,1191,570,519,135,1426,1920,13.4,51.2,0.7808
318,1106330400000,2.3,1434,NaN,18.0,1239,530,506,223,1458,1835,12.1,55.3,0.7777
318,1106334000000,1.6,1489,NaN,20.3,1305,617,476,194,1547,1919,12.0,56.5,0.7924
318,1106337600000,4.9,1835,NaN,38.1,1731,983,355,244,2083,2254,10.4,64.4,0.8123
318,1106341200000,6.4,1804,NaN,35.7,1679,1200,370,243,2005,2210,9.4,69.1,0.815
318,1106344800000,3.5,1579,NaN,21.8,1345,1028,459,230,1608,1961,8.9,71.0,0.8115
318,1106348400000,1.7,1508,NaN,18.2,1246,797,496,207,1498,1791,8.1,73.8,0.7968
319,1106352000000,2.6,1535,NaN,20.1,1300,977,483,223,1524,1725,7.3,76.8,0.7904
319,1106355600000,1.6,1395,NaN,14.4,1131,811,552,216,1362,1553,7.3,76.7,0.7862
319,1106359200000,1.5,1392,NaN,15.1,1153,757,542,198,1395,1506,7.1,77.3,0.7826
319,1106362800000,0.9,1326,NaN,13.1,1087,NaN,571,NaN,1333,1398,6.7,78.7,0.7779
319,1106366400000,0.5,1297,NaN,11.5,1032,388,605,126,1297,1300,7.0,77.8,0.7848
319,1106370000000,0.9,1331,NaN,13.7,1106,497,568,144,1322,1383,5.7,80.5,0.7416
319,1106373600000,0.4,1288,NaN,11.6,1036,582,590,183,1242,1413,5.2,81.4,0.7276
319,1106377200000,0.5,1322,NaN,13.2,1091,574,565,193,1307,1471,5.6,80.4,0.7349
319,1106380800000,0.8,1390,NaN,15.6,1167,588,522,196,1392,1619,6.3,78.8,0.7544
319,1106384400000,1.4,1443,NaN,16.9,1207,645,502,208,1431,1673,6.9,76.9,0.7682
319,1106388000000,1.6,1496,NaN,18.5,1254,643,484,217,1472,1881,9.2,67.7,0.79
319,1106391600000,1.5,1439,NaN,16.6,1198,628,502,246,1426,1877,11.6,59.8,0.8152
319,1106395200000,1.0,1432,NaN,15.0,1150,547,527,204,1393,1818,14.0,52.0,0.8288
319,1106398800000,1.0,1398,NaN,15.0,1149,461,535,192,1417,1699,15.0,50.2,0.8495
319,1106402400000,1.3,1380,NaN,16.9,1206,455,515,186,1500,1677,14.9,49.9,0.8394
319,1106406000000,0.1,1022,NaN,7.0,857,244,770,133,1068,1088,15.8,33.8,0.6034
319,1106409600000,NaN,973,NaN,5.9,806,202,851,126,994,926,15.4,29.3,0.5068
319,1106413200000,NaN,951,NaN,7.1,862,256,823,138,972,961,14.4,25.7,0.4193
319,1106416800000,0.1,987,NaN,8.6,925,310,776,148,1016,1066,13.4,27.2,0.4157
319,1106420400000,0.4,1100,NaN,12.2,1057,391,687,167,1126,1241,12.2,28.7,0.4077
319,1106424000000,0.7,1064,NaN,12.6,1072,444,704,175,1103,1220,11.3,25.7,0.3422
319,1106427600000,2.7,1316,NaN,21.1,1327,794,549,224,1328,1613,9.7,31.9,0.3848
319,1106431200000,2.1,1262,NaN,16.9,1208,716,587,215,1219,1577,8.4,36.5,0.4035
319,1106434800000,1.3,1259,NaN,15.1,1152,565,610,196,1165,1569,8.2,36.8,0.4016
320,1106438400000,0.8,1166,NaN,10.1,981,451,697,195,993,1445,8.0,36.0,0.3872
320,1106442000000,NaN,1066,NaN,7.5,880,313,784,181,946,1240,7.0,39.9,0.4006
320,1106445600000,NaN,1051,NaN,7.6,883,241,783,150,978,1169,5.7,44.3,0.4093
320,1106449200000,NaN,992,NaN,5.9,808,NaN,849,NaN,926,1052,4.7,46.6,0.4025
320,1106452800000,NaN,969,NaN,5.5,788,224,854,139,938,1006,4.2,50.8,0.4234
320,1106456400000,NaN,862,NaN,2.3,609,82,1101,74,810,757,4.6,45.1,0.3861
320,1106460000000,NaN,859,NaN,2.0,581,89,1112,73,829,753,2.7,53.3,0.4006
320,1106463600000,NaN,849,NaN,1.6,552,93,1165,77,812,737,3.1,51.0,0.3947
320,1106467200000,NaN,879,NaN,2.1,594,134,1119,98,839,792,2.5,54.1,0.4017
320,1106470800000,NaN,956,NaN,4.4,735,189,915,121,942,945,3.1,53.5,0.4123
320,1106474400000,NaN,1039,NaN,6.4,828,292,791,162,987,1115,5.0,47.5,0.418
320,1106478000000,NaN,1066,NaN,7.3,871,326,775,178,996,1131,5.8,43.4,0.4032
320,1106481600000,NaN,1124,NaN,8.7,927,397,722,206,1047,1242,7.1,42.8,0.4327
320,1106485200000,NaN,1160,NaN,9.2,948,371,712,191,1072,1289,7.9,41.6,0.4459
320,1106488800000,NaN,1110,NaN,7.9,896,305,737,175,1040,1276,8.1,41.2,0.448
320,1106492400000,NaN,1138,NaN,9.0,940,328,706,169,1088,1359,8.3,41.3,0.4533
320,1106496000000,NaN,1095,NaN,7.0,857,281,756,180,1075,1020,8.9,49.1,0.5629
320,1106499600000,NaN,1045,NaN,3.7,694,168,911,124,1025,805,7.1,66.0,0.6678
320,1106503200000,NaN,1078,NaN,4.3,727,183,849,130,1057,857,5.7,75.1,0.6942
320,1106506800000,NaN,1169,NaN,6.8,846,217,767,141,1157,942,5.4,77.6,0.7031
320,1106510400000,NaN,1174,NaN,8.7,926,245,674,157,1220,1020,5.4,78.2,0.7074
320,1106514000000,NaN,1075,NaN,4.7,749,154,827,123,1050,899,7.3,68.1,0.6979
320,1106517600000,NaN,1044,NaN,3.5,685,141,903,104,1042,860,5.8,74.4,0.6924
320,1106521200000,NaN,1110,NaN,5.4,782,210,798,134,1101,954,6.2,72.3,0.6887
321,1106524800000,NaN,1086,NaN,4.4,733,140,848,105,1064,883,5.9,72.7,0.6791
321,1106528400000,NaN,1092,NaN,6.0,811,191,773,121,1129,966,5.0,76.5,0.6728
321,1106532000000,0.1,1127,NaN,7.6,884,248,704,136,1173,983,4.0,80.4,0.663
321,1106535600000,NaN,881,NaN,1.9,578,NaN,1017,NaN,876,607,5.8,59.0,0.5493
321,1106539200000,NaN,831,NaN,1.0,498,50,1237,48,855,443,5.8,59.5,0.5519
321,1106542800000,0.3,791,NaN,0.6,459,43,1421,40,809,390,6.6,51.3,0.5026
321,1106546400000,0.5,836,NaN,1.2,520,86,1296,67,832,479,7.0,47.2,0.4745
321,1106550000000,0.6,907,NaN,2.9,644,152,1028,104,902,732,6.6,47.9,0.4686
321,1106553600000,1.8,1174,NaN,11.1,1018,341,688,169,1210,1149,7.2,49.8,0.5061
321,1106557200000,2.0,1094,NaN,9.7,967,355,682,203,1147,1136,6.9,52.8,0.5293
321,1106560800000,1.4,992,NaN,5.7,800,327,797,183,1007,934,8.7,46.7,0.5249
321,1106564400000,0.6,955,NaN,5.4,783,240,844,151,976,845,10.0,40.6,0.4971
321,1106568000000,0.5,959,NaN,5.1,771,217,852,138,975,808,11.8,35.4,0.4877
321,1106571600000,0.7,981,NaN,5.8,804,191,829,127,997,783,10.7,37.2,0.4788
321,1106575200000,0.7,947,NaN,5.6,791,NaN,825,NaN,963,785,10.9,34.9,0.456
321,1106578800000,1.1,1023,NaN,8.0,898,256,759,148,1034,899,10.7,33.1,0.4256
321,1106582400000,1.3,1009,NaN,7.1,860,287,787,172,993,922,10.6,34.2,0.4375
321,1106586000000,1.0,1007,NaN,7.6,884,278,780,163,1014,951,8.9,38.1,0.4341
321,1106589600000,1.5,1054,NaN,10.4,992,302,715,180,1092,1051,7.8,39.7,0.4206
321,1106593200000,1.5,1018,NaN,8.9,934,259,740,169,1014,967,7.3,42.2,0.4341
321,1106596800000,1.2,976,NaN,7.3,870,221,795,152,971,861,6.9,42.5,0.4257
321,1106600400000,0.3,872,NaN,3.6,689,142,970,107,866,631,6.6,43.2,0.4247
321,1106604000000,NaN,805,NaN,1.7,559,93,1183,75,781,466,6.4,41.7,0.4034
321,1106607600000,NaN,800,NaN,1.5,541,71,1250,58,779,407,6.1,42.6,0.4041
322,1106611200000,NaN,785,NaN,1.0,504,66,1306,57,760,387,5.9,41.8,0.3928
322,1106614800000,NaN,757,NaN,0.6,459,49,1447,44,735,337,5.7,41.5,0.3836
322,1106618400000,NaN,751,NaN,0.4,424,29,1583,29,726,303,5.5,42.4,0.3867
322,1106622000000,NaN,766,NaN,0.3,412,NaN,1651,NaN,763,295,4.5,52.0,0.4436
322,1106625600000,NaN,759,NaN,0.2,399,19,1696,19,749,288,4.3,51.6,0.4323
322,1106629200000,NaN,758,NaN,0.2,388,20,1785,20,765,274,3.7,56.3,0.453
322,1106632800000,NaN,761,NaN,0.1,383,39,1745,35,787,289,3.3,58.1,0.4559
322,1106636400000,NaN,762,NaN,0.4,434,77,1556,60,763,318,3.9,47.3,0.3862
322,1106640000000,0.2,869,NaN,2.9,646,180,1068,115,876,476,4.3,45.9,0.3843
322,1106643600000,0.7,938,NaN,5.4,785,243,853,157,969,704,4.2,50.1,0.4168
322,1106647200000,0.5,951,NaN,5.1,769,236,856,147,1000,735,3.4,62.7,0.4943
322,1106650800000,0.4,892,NaN,3.8,702,297,935,188,924,735,5.0,51.4,0.4534
322,1106654400000,0.3,876,NaN,3.9,703,235,968,126,892,653,5.7,44.1,0.4063
322,1106658000000,0.3,872,NaN,3.6,686,186,972,114,880,603,5.2,44.5,0.3968
322,1106661600000,0.4,893,NaN,4.2,722,196,932,123,917,645,4.7,48.6,0.4194
322,1106665200000,0.2,879,NaN,3.6,687,167,980,107,914,564,4.5,51.0,0.4327
322,1106668800000,0.4,896,NaN,3.6,689,211,966,121,909,614,5.1,50.1,0.4432
322,1106672400000,0.4,909,NaN,3.9,706,194,928,118,923,658,5.0,50.4,0.443
322,1106676000000,0.7,958,NaN,4.9,758,206,858,134,985,719,4.3,56.4,0.4721
322,1106679600000,1.0,984,NaN,5.8,803,211,813,142,1012,772,4.3,56.7,0.476
322,1106683200000,1.1,991,NaN,6.1,814,197,790,133,1040,812,4.3,57.0,0.4771
322,1106686800000,0.3,881,NaN,2.8,638,139,990,106,910,583,3.5,60.3,0.4782
322,1106690400000,0.1,853,NaN,2.4,616,113,1071,87,870,491,4.1,52.5,0.4351
322,1106694000000,NaN,804,NaN,1.5,546,81,1194,67,796,400,3.9,50.6,0.4127
323,1106697600000,NaN,788,NaN,1.1,514,63,1285,55,771,354,3.9,47.7,0.3901
323,1106701200000,NaN,788,NaN,0.9,487,55,1346,49,769,329,4.0,47.8,0.3939
323,1106704800000,NaN,763,NaN,0.4,428,31,1532,30,757,296,3.9,50.9,0.4144
323,1106708400000,NaN,771,NaN,0.3,410,NaN,1622,NaN,765,283,3.0,57.7,0.4423
323,1106712000000,NaN,747,NaN,0.2,390,20,1775,20,738,266,3.3,52.8,0.4137
323,1106715600000,NaN,744,NaN,0.1,383,17,1881,17,720,253,2.7,53.9,0.4062
323,1106719200000,NaN,774,NaN,0.5,441,42,1646,35,760,282,2.8,54.4,0.411
323,1106722800000,NaN,800,NaN,0.9,492,90,1310,71,783,353,3.6,49.0,0.3915
323,1106726400000,0.3,896,NaN,3.3,668,227,1043,136,887,519,3.3,50.2,0.3934
323,1106730000000,0.6,913,NaN,4.4,733,250,902,163,901,681,3.5,47.5,0.3778
323,1106733600000,0.3,871,NaN,2.8,638,219,1022,143,860,583,4.3,49.4,0.4136
323,1106737200000,0.1,872,NaN,3.2,662,211,1007,134,874,628,4.5,48.4,0.4131
323,1106740800000,0.1,858,NaN,2.7,634,189,1053,130,868,566,4.3,50.0,0.4199
323,1106744400000,0.2,876,NaN,3.5,683,180,993,122,894,572,4.3,49.7,0.4166
323,1106748000000,0.5,900,NaN,4.8,751,197,891,129,913,637,4.9,45.3,0.3955
323,1106751600000,0.3,864,NaN,3.4,678,198,987,132,866,579,5.6,42.4,0.3884
323,1106755200000,0.3,902,NaN,4.2,721,203,924,133,900,666,5.7,43.1,0.3984
323,1106758800000,0.3,916,NaN,4.2,720,188,912,126,922,707,4.8,49.7,0.4305
323,1106762400000,1.0,1004,NaN,8.5,918,294,752,177,1033,990,5.1,43.0,0.3821
323,1106766000000,1.4,1024,NaN,9.2,945,302,729,185,1073,1026,5.3,44.4,0.397
323,1106769600000,1.4,1011,NaN,7.6,884,261,763,169,1048,910,4.9,47.9,0.418
323,1106773200000,1.1,1006,NaN,6.2,822,232,794,151,1025,897,4.7,50.8,0.4398
323,1106776800000,0.4,913,NaN,2.9,645,154,966,114,922,651,4.6,54.8,0.4704
323,1106780400000,0.2,905,NaN,2.5,620,120,986,90,904,598,4.0,56.8,0.4688
324,1106784000000,0.2,872,NaN,2.6,628,117,1009,87,857,560,4.2,46.8,0.39
324,1106787600000,0.2,843,NaN,2.2,597,108,1059,83,808,527,4.5,42.0,0.3571
324,1106791200000,0.2,863,NaN,2.5,622,97,1025,74,826,574,4.1,42.1,0.3487
324,1106794800000,NaN,791,NaN,0.8,480,NaN,1259,NaN,738,422,4.5,39.7,0.3379
324,1106798400000,NaN,769,NaN,0.3,412,28,1481,28,727,326,4.4,42.2,0.3571
324,1106802000000,0.4,778,NaN,0.3,417,27,1531,26,745,312,4.1,45.9,0.3804
324,1106805600000,0.5,801,NaN,0.7,470,81,1313,61,762,382,4.3,42.5,0.3556
324,1106809200000,0.7,827,NaN,1.4,533,129,1198,91,775,488,4.6,38.1,0.3267
324,1106812800000,1.9,1038,NaN,6.6,837,336,822,184,972,915,4.6,39.4,0.3367
324,1106816400000,2.4,1040,NaN,8.4,917,335,739,204,1038,1021,4.8,41.9,0.3634
324,1106820000000,2.0,980,NaN,5.5,790,318,839,185,934,897,5.9,40.2,0.376
324,1106823600000,1.3,912,NaN,3.5,683,201,961,125,872,699,7.0,38.4,0.3861
324,1106827200000,1.0,887,NaN,3.0,649,166,1009,104,854,588,6.6,40.2,0.3944
324,1106830800000,1.2,922,NaN,4.1,716,192,930,115,893,643,6.6,41.2,0.4046
324,1106834400000,1.5,928,NaN,4.7,748,198,900,126,900,685,7.3,36.8,0.3779
324,1106838000000,1.3,921,NaN,4.5,736,198,921,125,881,673,7.3,35.0,0.3584
324,1106841600000,1.5,905,NaN,4.7,747,223,924,139,850,691,7.0,33.5,0.3367
324,1106845200000,1.5,906,NaN,5.1,769,224,913,142,865,726,6.5,32.4,0.3155
324,1106848800000,2.1,981,NaN,7.7,886,266,819,170,928,912,5.7,33.9,0.3131
324,1106852400000,2.6,1053,NaN,10.3,987,326,750,195,1025,1048,5.0,36.1,0.3178
324,1106856000000,3.0,1086,NaN,11.5,1032,343,717,202,1049,1136,4.7,38.3,0.3306
324,1106859600000,2.0,967,NaN,6.0,811,243,863,168,911,909,4.5,39.9,0.339
324,1106863200000,1.4,902,NaN,3.6,689,177,995,128,838,719,4.3,41.1,0.3451
324,1106866800000,1.3,916,NaN,4.3,725,155,953,115,855,746,4.0,43.1,0.3551
325,1106870400000,1.2,895,NaN,3.4,677,143,999,111,827,700,3.7,46.0,0.3701
325,1106874000000,1.1,866,NaN,2.4,613,124,1075,97,810,579,3.3,47.4,0.3716
325,1106877600000,0.9,861,NaN,2.0,585,94,1120,77,807,553,3.0,49.1,0.3774
325,1106881200000,0.8,845,NaN,1.4,534,NaN,1146,NaN,781,519,3.5,48.0,0.3822
325,1106884800000,0.6,849,NaN,1.2,522,56,1158,51,779,467,3.6,48.0,0.3835
325,1106888400000,0.5,818,NaN,0.9,486,58,1282,49,781,422,4.0,47.8,0.3919
325,1106892000000,0.6,864,NaN,1.6,554,105,1159,79,819,545,4.1,48.1,0.3975
325,1106895600000,0.7,856,NaN,1.7,559,122,1138,92,810,556,4.1,47.4,0.3926
325,1106899200000,1.6,1024,NaN,6.2,823,274,827,167,992,879,4.2,48.7,0.4073
325,1106902800000,2.2,1050,NaN,8.2,909,342,742,206,1055,993,4.1,49.8,0.4117
325,1106906400000,1.8,984,NaN,6.4,832,296,822,184,966,892,4.3,48.4,0.4043
325,1106910000000,1.5,990,NaN,5.9,808,279,838,176,975,901,4.6,49.7,0.4271
325,1106913600000,1.8,970,NaN,5.7,798,325,842,191,941,874,4.5,49.6,0.421
325,1106917200000,1.4,943,NaN,5.3,781,222,871,147,925,722,4.4,48.4,0.4087
325,1106920800000,2.1,994,NaN,7.3,871,279,793,174,997,836,4.7,47.2,0.4075
325,1106924400000,1.6,932,NaN,5.1,767,248,888,167,920,669,4.2,49.5,0.4118
325,1106928000000,1.3,891,NaN,3.9,706,193,949,138,860,600,3.4,50.7,0.3991
325,1106931600000,1.9,NaN,NaN,NaN,NaN,256,NaN,164,NaN,NaN,NaN,NaN,NaN
325,1106935200000,2.4,NaN,NaN,NaN,NaN,288,NaN,190,NaN,NaN,NaN,NaN,NaN
325,1106938800000,3.0,NaN,NaN,NaN,NaN,300,NaN,198,NaN,NaN,NaN,NaN,NaN
325,1106942400000,1.9,NaN,NaN,NaN,NaN,224,NaN,155,NaN,NaN,NaN,NaN,NaN
325,1106946000000,1.8,NaN,NaN,NaN,NaN,219,NaN,153,NaN,NaN,NaN,NaN,NaN
325,1106949600000,1.1,NaN,NaN,NaN,NaN,145,NaN,110,NaN,NaN,NaN,NaN,NaN
325,1106953200000,1.1,NaN,NaN,NaN,NaN,115,NaN,91,NaN,NaN,NaN,NaN,NaN
326,1106956800000,1.1,NaN,NaN,NaN,NaN,136,NaN,105,NaN,NaN,NaN,NaN,NaN
326,1106960400000,1.0,NaN,NaN,NaN,NaN,107,NaN,85,NaN,NaN,NaN,NaN,NaN
326,1106964000000,0.7,793,NaN,0.8,480,70,1306,60,745,376,1.9,49.7,0.3528
326,1106967600000,0.6,790,NaN,0.6,455,NaN,1376,NaN,751,336,1.6,52.9,0.3692
326,1106971200000,0.5,776,NaN,0.5,445,37,1460,34,737,330,1.4,53.8,0.3687
326,1106974800000,0.5,766,NaN,0.5,448,33,1494,31,734,321,1.0,54.7,0.3657
326,1106978400000,0.4,774,NaN,0.6,458,43,1473,37,735,334,1.4,52.3,0.3591
326,1106982000000,0.5,801,NaN,0.9,494,73,1324,58,754,395,1.6,51.0,0.3561
326,1106985600000,0.8,847,NaN,2.0,586,125,1163,92,814,473,1.4,53.1,0.3642
326,1106989200000,1.1,874,NaN,2.8,641,154,1022,110,857,553,1.7,54.1,0.3785
326,1106992800000,1.1,879,NaN,2.8,642,140,1027,101,836,545,2.5,51.0,0.3778
326,1106996400000,1.1,888,NaN,3.0,652,150,1025,96,833,547,2.9,48.7,0.3706
326,1107000000000,1.1,873,NaN,2.4,610,139,1051,102,819,527,3.6,45.8,0.3674
326,1107003600000,1.1,877,NaN,2.5,618,135,1027,96,830,505,3.1,48.1,0.3722
326,1107007200000,1.2,893,NaN,3.0,653,152,987,102,845,550,3.4,46.6,0.3668
326,1107010800000,1.0,866,NaN,2.2,602,121,1071,88,809,465,3.7,45.8,0.3697
326,1107014400000,1.2,873,NaN,2.6,629,122,1049,87,817,467,4.4,43.7,0.3688
326,1107018000000,1.3,911,NaN,3.4,676,167,998,115,855,555,4.0,44.9,0.3689
326,1107021600000,1.4,908,NaN,3.0,653,165,980,118,847,551,3.3,46.8,0.3671
326,1107025200000,1.3,907,NaN,3.1,657,190,981,134,844,569,3.1,48.1,0.3707
326,1107028800000,1.4,925,NaN,3.4,678,176,960,125,861,594,2.8,49.0,0.37
